ticker,name,currency,exchange,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,annual_eps,gross_profit
ci,Cigna Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,508,328,310,1146,2022-04-16,BBB,High,1739940,0.0,0.0
cah,Cardinal Health Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,505,300,315,1120,2022-04-16,BBB,High,721371,-3.35,6484000000.0
ma,Mastercard Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,210,230,215,655,2022-04-18,B,Medium,1141391,10.22,16974000000.0
lw,Lamb Weston Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,BB,Medium,B,Medium,BB,Medium,345,256,300,901,2022-06-10,BBB,High,1679273,1.38,832000000.0
maa,Mid-America Apartment Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BB,Medium,B,Medium,B,Medium,315,261,210,786,2022-04-18,BB,Medium,912595,5.48,687711000.0
mlm,Martin Marietta Materials Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,573,313,300,1186,2022-04-18,BBB,High,916076,13.87,1423300000.0
luv,Southwest Airlines Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,BB,Medium,B,Medium,295,314,218,827,2022-04-19,BB,Medium,92380,0.87,4752000000.0
lnc,Lincoln National Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,AA,Excellent,BB,Medium,BB,Medium,700,300,300,1300,2022-04-18,A,High,59558,0.0,0.0
len,Lennar Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,BB,Medium,BB,Medium,B,Medium,363,344,220,927,2022-04-18,BBB,High,920760,15.72,7202144000.0
pg,Procter & Gamble Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BBB,High,BB,Medium,560,422,310,1292,2022-04-18,A,High,80424,5.81,38030000000.0
ogn,Organon & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,515,335,305,1155,2022-06-11,BBB,High,1821825,3.59,3880000000.0
oxy,Occidental Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,505,302,300,1107,2022-04-18,BBB,High,797468,12.4,17645000000.0
dell,Dell Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,B,Medium,500,318,275,1093,2022-06-10,BBB,High,1571996,7.02,21891000000.0
payc,Paycom Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,470,305,315,1090,2022-04-18,BBB,High,1590955,4.84,1162500000.0
peg,Public Service Enterprise Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,500,300,205,1005,2022-04-19,BBB,High,788784,2.057884,2604000000.0
oke,ONEOK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,581,326,355,1262,2022-04-18,A,High,1039684,3.84,3851000000.0
nrg,NRG Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BB,Medium,BB,Medium,B,Medium,371,327,218,916,2022-04-18,BBB,High,1013871,5.17,4097000000.0
l,Loews Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,505,303,313,1121,2022-04-18,BBB,High,60086,0.0,0.0
omc,Omnicom Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,BB,Medium,BB,Medium,543,333,305,1181,2022-04-18,BBB,High,29989,6.36,2681200000.0
orcl,Oracle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High,1341439,2.41,33563000000.0
o,Realty Income Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,726728,1.42,3117351000.0
dpz,Domino's Pizza Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,205,205,200,610,2022-04-17,B,Medium,1286681,12.53,1648606000.0
t,AT&T Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,BB,Medium,210,200,305,715,2022-04-16,B,Medium,732717,-1.13,69893000000.0
unp,Union Pacific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,290,257,245,792,2022-04-19,BB,Medium,100885,11.21,11205000000.0
nem,Newmont Corporation,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,AA,Excellent,BB,Medium,BB,Medium,675,389,355,1419,2022-04-18,A,High,1164727,-0.54,3262000000.0
fdx,FedEx Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,B,Medium,B,Medium,335,278,255,868,2022-04-17,BB,Medium,1048911,14.33,20167000000.0
nke,Nike Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,205,275,200,680,2022-04-18,B,Medium,320187,3.75,21479000000.0
f,Ford Motor Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,292,246,215,753,2022-04-17,BB,Medium,37996,-0.49,17164000000.0
lmt,Lockheed Martin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,510,324,320,1154,2022-04-18,BBB,High,936468,21.66,8287000000.0
rsg,Republic Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,293,235,216,744,2022-04-19,B,Medium,1060391,4.69,5306000000.0
enph,Enphase Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,565,316,300,1181,2022-04-17,BBB,High,1463101,2.77,974595000.0
exc,Exelon Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,AA,Excellent,BBB,High,BB,Medium,694,403,316,1413,2022-04-17,A,High,1109357,2.08,8032000000.0
expd,Expeditors International of Washington Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,BB,Medium,BB,Medium,510,302,300,1112,2022-04-17,BBB,High,746515,8.26,2171130000.0
expe,Expedia Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,BB,Medium,225,242,305,772,2022-04-17,BB,Medium,1324424,2.17,10010000000.0
fast,Fastenal Co,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,BB,Medium,B,Medium,230,302,200,732,2022-04-17,B,Medium,815556,1.89,3215800000.0
ffiv,F5 Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,B,Medium,B,Medium,200,221,215,636,2022-04-17,B,Medium,1048695,5.27,2156218000.0
eqix,Equinix Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,515,323,315,1153,2022-04-17,BBB,High,1101239,7.67,3512000000.0
ftnt,Fortinet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,500,306,305,1111,2022-04-17,BBB,High,1262039,1.06,3332500000.0
etsy,ETSY Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,235,241,235,711,2022-04-17,B,Medium,1370637,-5.48,1821519000.0
ben,Franklin Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,321,349,310,980,2022-04-17,BBB,High,38777,2.53,6848900000.0
dlr,Digital Realty Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540,317,300,1157,2022-04-17,BBB,High,1297996,1.13,2674272000.0
dhr,Danaher Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,530,344,385,1259,2022-04-17,A,High,313616,9.66,16188000000.0
efx,Equifax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,BB,Medium,BB,Medium,390,300,305,995,2022-06-10,BBB,High,33185,5.65,2945000000.0
el,Estee Lauder Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-17,BBB,High,1001250,6.55,13432000000.0
emn,Eastman Chemical Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,583,365,310,1258,2022-04-17,A,High,915389,6.35,2137000000.0
emr,Emerson Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,AA,Excellent,BB,Medium,BB,Medium,605,323,315,1243,2022-04-17,A,High,32604,5.41,6306000000.0
eog,EOG Resources Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,B,Medium,B,Medium,550,252,240,1042,2022-04-17,BBB,High,821189,13.22,23998000000.0
eqr,Equity Residential,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,235,208,210,653,2022-04-17,B,Medium,906107,2.05,1752599000.0
es,Eversource Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BBB,High,BB,Medium,576,409,310,1295,2022-04-17,A,High,72741,4.05,5409934000.0
ess,Essex Property Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BB,Medium,BB,Medium,B,Medium,377,304,210,891,2022-04-17,BB,Medium,920522,6.27,1382192000.0
fitb,Fifth Third Bancorp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,B,Medium,313,300,215,828,2022-04-17,BB,Medium,35527,0.0,0.0
etr,Entergy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,653,380,310,1343,2022-04-17,A,High,65984,2.68,5275351000.0
exr,Extra Space Storage Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,B,Medium,B,Medium,572,289,225,1086,2022-04-17,BBB,High,1289490,6.41,1455268000.0
ew,Edwards Lifesciences Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,BB,Medium,290,333,305,928,2022-04-17,BBB,High,1099800,2.44,4302000000.0
foxa,Fox Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,295,330,315,940,2022-04-16,BBB,High,1754301,0.0,0.0
fcx,Freeport-McMoRan Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,AA,Excellent,BB,Medium,BB,Medium,608,313,305,1226,2022-04-17,A,High,831259,2.39,7690000000.0
fe,FirstEnergy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,510,304,300,1114,2022-04-17,BBB,High,1031296,0.71,7866000000.0
fis,Fidelity National Information Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,B,Medium,BB,Medium,530,298,310,1138,2022-04-17,BBB,High,1136893,-27.74,3503000000.0
fmc,FMC Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,510,307,315,1132,2022-04-17,BBB,High,37785,5.81,2326800000.0
frt,Federal Realty Investment Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,525,302,300,1127,2022-04-17,BBB,High,34903,4.71,717596000.0
ftv,Fortive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,540,326,305,1171,2022-04-17,BBB,High,1659166,2.1,3363400000.0
grmn,Garmin Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,205,242,200,647,2022-04-17,B,Medium,1121788,5.04,2806775000.0
it,Gartner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,500,316,315,1131,2022-04-17,BBB,High,749251,9.96,3782075000.0
lly,Eli Lilly and Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,510,360,310,1180,2022-04-17,BBB,High,59478,6.572215,21911600000.0
evrg,Evergy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,555,310,300,1165,2022-06-10,BBB,High,1711269,3.27,2629600000.0
gild,Gilead Sciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500,303,300,1103,2022-04-17,BBB,High,882095,3.64,21624000000.0
holx,Hologic Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,515,324,315,1154,2022-04-17,BBB,High,859737,5.13,2997400000.0
hsic,Henry Schein Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,210,205,200,615,2022-04-17,B,Medium,1000228,3.91,3831000000.0
hon,Honeywell International Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,BB,Medium,BB,Medium,545,344,308,1197,2022-04-17,BBB,High,773840,7.27,13119000000.0
hst,Host Hotels & Resorts Inc,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,510,318,318,1146,2022-04-17,BBB,High,1070750,0.88,2710000000.0
gd,General Dynamics Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,510,310,300,1120,2022-06-11,BBB,High,40533,12.19,6622000000.0
has,Hasbro Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,BB,Medium,BB,Medium,255,301,300,856,2022-04-17,BB,Medium,46080,1.46,3451900000.0
hban,Huntington Bancshares Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,BB,Medium,308,300,300,908,2022-04-17,BBB,High,49196,0.0,0.0
gl,Globe Life Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,B,Medium,215,238,215,668,2022-06-07,B,Medium,320335,0.0,0.0
gpc,Genuine Parts Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,B,Medium,BB,Medium,535,225,305,1065,2022-04-17,BBB,High,40987,8.31,7740104000.0
gnrc,Generac Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,B,Medium,535,311,250,1096,2022-04-17,BBB,High,1474735,5.42,1522004000.0
gpn,Global Payments Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BB,Medium,BB,Medium,B,Medium,310,343,265,918,2022-04-17,BBB,High,1123360,0.4,5196898000.0
hca,HCA Healthcare Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,520,348,305,1173,2022-04-17,BBB,High,860730,19.15,50862000000.0
hbi,HanesBrands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,B,Medium,BB,Medium,310,223,305,838,2022-04-17,BB,Medium,1359841,-0.36,1347035000.0
hii,Huntington Ingalls Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,545,315,315,1175,2022-04-17,BBB,High,1501585,14.44,1440000000.0
hpe,Hewlett Packard Enterprise Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,BB,Medium,B,Medium,230,359,230,819,2022-04-17,BB,Medium,1645590,0.66,9506000000.0
hes,Hess Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,535,300,305,1140,2022-04-17,BBB,High,4447,7.11,9366000000.0
hlt,Hilton Worldwide Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,293,200,205,698,2022-04-17,B,Medium,1585689,4.53,2698000000.0
hrl,Hormel Foods Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,570,322,300,1192,2022-04-17,BBB,High,48465,1.82,2164686000.0
hpq,HP Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,245,211,200,656,2022-04-17,B,Medium,47217,3.05,12263000000.0
hum,Humana Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,462,300,300,1062,2022-04-17,BBB,High,49071,0.0,0.0
hwm,Howmet Aerospace Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,525,315,320,1160,2022-06-10,BBB,High,4281,1.11,1560000000.0
gis,General Mills Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,585,326,365,1276,2022-04-17,A,High,40704,4.42,6402200000.0
ge,General Electric Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,533,300,300,1133,2022-06-10,BBB,High,40545,0.05,10152000000.0
spot,Spotify Technology SA,EUR,"NEW YORK STOCK EXCHANGE, INC.",Media,A,High,B,Medium,B,Medium,500,283,255,1038,2022-04-22,BBB,High,1639920,-2.93,2926000000.0
trtx,TPG RE Finance Trust Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,BB,Medium,230,239,300,769,2022-06-11,BB,Medium,1630472,0.0,0.0
tru,TransUnion,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,510,313,310,1133,2022-04-19,BBB,High,1552033,1.4,2324800000.0
yeti,Yeti Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,BB,Medium,269,253,305,827,2022-06-11,BB,Medium,1670592,1.03,763401000.0
yelp,Yelp Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,A,High,B,Medium,245,515,213,973,2022-04-20,BBB,High,1345016,0.5,1087801000.0
yext,Yext Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BB,Medium,BB,Medium,BB,Medium,325,314,310,949,2022-06-11,BBB,High,1614178,-0.73,292278000.0
spr,Spirit AeroSystems Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,515,337,300,1152,2022-04-19,BBB,High,1364885,-5.21,48600000.0
ysg,Yatsen Holding Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,BB,Medium,B,Medium,BB,Medium,355,217,325,897,2022-06-11,BB,Medium,1819580,-6.8,2518752000.0
yrd,Yiren Digital Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,200,205,205,610,2022-04-20,B,Medium,1631761,13.6252,2657779000.0
yumc,Yum China Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,205,217,220,642,2022-06-11,B,Medium,1673358,1.04,1427000000.0
trox,Tronox Holdings PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,503,320,300,1123,2022-04-19,BBB,High,1530804,3.16,832000000.0
zepp,Zepp Health Corp,CNY,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,202,210,295,707,2022-06-11,B,Medium,1720446,-2.713319,116405432.435175
zuo,Zuora Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,240,234,200,674,2022-09-24,B,Medium,1423774,-0.8,206632000.0
zim,ZIM Integrated Shipping Services Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,BB,Medium,BB,Medium,329,351,320,1000,2022-04-20,BBB,High,1654126,38.35,6426800000.0
zyme,Zymeworks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,B,Medium,BB,Medium,BB,Medium,240,326,305,871,2022-06-11,BB,Medium,1403752,0.0,0.0
zws,Zurn Elkay Water Solutions Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-06-11,BBB,High,1439288,0.4,465500000.0
you,Clear Secure Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,B,Medium,B,Medium,515,278,205,998,2022-04-21,BBB,High,1856314,-0.8,276380000.0
plxs,Plexus Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BB,Medium,BB,Medium,510,300,300,1110,2022-04-18,BBB,High,785786,4.86,347229000.0
ship,Seanergy Maritime Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,BB,Medium,BB,Medium,BB,Medium,345,300,305,950,2022-04-19,BBB,High,1448397,0.96,53760000.0
shls,Shoals Technologies Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,BB,Medium,285,280,300,865,2022-06-10,BB,Medium,1831651,0.85,131311000.0
shoo,Steven Madden Ltd,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,B,Medium,BB,Medium,508,231,300,1039,2022-04-19,BBB,High,913241,2.77,873836000.0
shyf,Shyft Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,B,Medium,510,303,275,1088,2022-06-10,BBB,High,743238,1.03,180433000.0
sibn,SI-BONE Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,220,228,210,658,2022-06-10,B,Medium,1459839,-1.79,90704000.0
sieb,Siebert Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,BB,Medium,B,Medium,B,Medium,300,299,235,834,2022-04-19,BB,Medium,65596,-0.06,19225000.0
plya,Playa Hotels & Resorts NV,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,210,200,205,615,2022-06-10,B,Medium,1692412,0.34,397233000.0
pmcb,PharmaCyte Biotech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,220,202,300,722,2022-04-18,B,Medium,1157075,0.0,0.0
www,Wolverine World Wide Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,B,Medium,BB,Medium,390,298,308,996,2022-04-20,BBB,High,110471,-2.389931,1070400000.0
xhr,Xenia Hotels & Resorts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,260,263,236,759,2022-04-20,BB,Medium,1616000,0.49,278151000.0
x,United States Steel Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,535,364,300,1199,2022-04-19,BBB,High,1163302,9.16,4288000000.0
xpev,Xpeng Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,215,208,200,623,2022-06-11,B,Medium,1810997,-10.68,3088391000.0
xpo,XPO Logistics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,560,318,300,1178,2022-04-20,BBB,High,1166003,5.76,730000000.0
xin,Xinyuan Real Estate Co Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,BB,Medium,205,242,300,747,2022-04-20,B,Medium,1398453,-48.8,71956108.0
xyf,X Financial,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,215,205,200,620,2022-06-11,B,Medium,1725033,0.0,0.0
yala,Yalla Group Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,B,Medium,B,Medium,B,Medium,233,244,220,697,2022-06-11,B,Medium,1794350,0.45,189795394.0
wts,Watts Water Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,B,Medium,420,303,210,933,2022-04-19,BBB,High,795403,7.48,874300000.0
hain,Hain Celestial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,BB,Medium,520,302,305,1127,2022-04-17,BBB,High,910406,0.83,427441000.0
mtc,MMTEC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,BB,Medium,221,225,305,751,2022-04-20,BB,Medium,1742518,-1.61,842267.0
mtem,Molecular Templates Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,BB,Medium,360,325,320,1005,2022-06-10,BBB,High,1183765,0.0,0.0
mtls,Materialise NV,EUR,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,505,301,300,1106,2022-04-18,BBB,High,1091223,-0.04,128768000.0
mtex,Mannatech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,B,Medium,B,Medium,B,Medium,200,260,230,690,2022-04-18,B,Medium,1056358,-2.35,104148000.0
mtrx,Matrix Service Co,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,BB,Medium,B,Medium,589,390,277,1256,2022-04-18,A,High,866273,-2.39,-1206000.0
halo,Halozyme Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,510,302,315,1127,2022-04-17,BBB,High,1159036,1.44,520812000.0
hall,Hallmark Financial Services Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,B,Medium,B,Medium,BB,Medium,215,233,300,748,2022-04-17,B,Medium,819913,0.0,0.0
mvbf,MVB Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,210,215,215,640,2022-04-18,B,Medium,1277902,0.0,0.0
mvst,Microvast Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,B,Medium,B,Medium,B,Medium,225,282,210,717,2022-06-11,B,Medium,1760689,-0.52,9073000.0
mvis,MicroVision Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BBB,High,BB,Medium,BB,Medium,451,300,330,1081,2022-04-18,BBB,High,65770,-0.32,564000.0
mxct,MaxCyte Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,BB,Medium,B,Medium,220,300,248,768,2022-04-21,BB,Medium,1287098,-0.23,39163000.0
mygn,Myriad Genetics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,BB,Medium,B,Medium,353,321,294,968,2022-04-18,BBB,High,899923,-1.39,476400000.0
myfw,First Western Financial Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,B,Medium,351,300,235,886,2022-06-10,BB,Medium,1327607,0.0,0.0
mxl,Maxlinear Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,535,325,335,1195,2022-04-18,BBB,High,1288469,1.55,649769000.0
