ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,annual_eps,gross_profit
glw,Corning Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/ec2c31c6-80eb-11ea-946c-00000000092a.png,https://www.corning.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-16,B,Medium,24741,1.54,4506000000.0
dva,DaVita Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/c5ccdcdc-80eb-11ea-9165-00000000092a.png,https://www.davita.com/,B,Medium,BB,Medium,BB,Medium,260,332,300,892,2022-04-17,BB,Medium,927066,5.85,3400341000.0
wdc,Western Digital Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/614eaedc2d32b02535d899770c447ff80b1fef23bd17a0f30cec4ea863891044.png,https://www.westerndigital.com/,A,High,BB,Medium,B,Medium,545,339,260,1144,2022-04-20,BBB,High,106040,4.75,5874000000.0
gs,Goldman Sachs Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/7ba3bd9e8fc91f97252e3b58f24fe98824e71ab51ac7805cec819dc88f10e7de.png,https://www.goldmansachs.com/,A,High,BB,Medium,BB,Medium,525,305,305,1135,2022-04-17,BBB,High,886982,0.0,0.0
dxc,DXC Technology Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/12afb9ee-8279-11ea-a94d-00000000092a.png,https://dxc.com/us/en,A,High,BB,Medium,BB,Medium,505,326,305,1136,2022-06-10,BBB,High,1688568,2.81,3582000000.0
etn,Eaton Corporation PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/d2178ec6-80eb-11ea-a096-00000000092a.png,https://www.eaton.com/,A,High,BB,Medium,BB,Medium,520,328,320,1168,2022-04-17,BBB,High,1551182,6.14,6887000000.0
ed,Consolidated Edison Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/24f921dc-8279-11ea-9a09-00000000092a.png,https://www.conedison.com/,AA,Excellent,BB,Medium,BB,Medium,700,358,300,1358,2022-04-16,A,High,1047862,4.66,7685000000.0
hsy,Hershey Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/f2b115ad22f1c30d69a33526154bd236297b2162d2cc21642cd3b508818b4d3b.png,https://www.thehersheycompany.com/,A,High,BB,Medium,BB,Medium,525,361,300,1186,2022-04-17,BBB,High,47111,7.96,4498785000.0
jnj,Johnson & Johnson,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/0a900736-80ec-11ea-8224-00000000092a.png,https://www.jnj.com/,A,High,BB,Medium,BB,Medium,565,308,300,1173,2022-04-18,BBB,High,200406,6.73,55394000000.0
jpm,JPMorgan Chase & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/0bf9570a-80ec-11ea-9e21-00000000092a.png,https://www.jpmorganchase.com/,A,High,BB,Medium,BB,Medium,505,319,338,1162,2022-04-18,BBB,High,19617,0.0,0.0
ko,Coca-Cola Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,https://static.finnhub.io/logo/12f0377a-80ec-11ea-896a-00000000092a.png,https://www.coca-colacompany.com/,B,Medium,B,Medium,B,Medium,200,201,200,601,2022-04-16,B,Medium,21344,2.19,25004000000.0
kmx,Carmax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/2879f1e14e28ba6a8ddfa0976c76da74189bd418a0c3505ebd333d3c7efb1b85.png,https://www.carmax.com/,B,Medium,B,Medium,BB,Medium,251,237,300,788,2022-04-16,BB,Medium,1170010,6.97,3287542000.0
ldos,Leidos Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/6a70aab0-80ec-11ea-b140-00000000092a.png,https://www.leidos.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,1336920,4.96,2084000000.0
leg,Leggett & Platt Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/5e2230cc2a5c21f9fa14b3e7606d0fac3df9217b811e3743301fa11c8fc0c684.png,https://leggett.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,58492,2.27,976800000.0
mcd,McDonald's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/1fc48922e8f6853d63649be8c022bc451941771d13aefd69960f6bd1c6e726ed.png,https://www.mcdonalds.com/us/en-us.html,A,High,BB,Medium,BB,Medium,505,326,305,1136,2022-04-18,BBB,High,63908,8.33,13207200000.0
lin,Linde PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/b8fe2cdc-81d4-11ea-bd4e-00000000092a.png,https://www.linde.com/,B,Medium,B,Medium,B,Medium,210,240,275,725,2022-04-20,B,Medium,1707925,8.23,13914000000.0
lumn,Lumen Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,https://static.finnhub.io/logo/b2f04cc0-80eb-11ea-a434-00000000092a.png,https://www.centurylink.com/,A,High,BB,Medium,BB,Medium,535,327,305,1167,2022-06-10,BBB,High,18926,-1.54,9610000000.0
lyb,LyondellBasell Industries NV,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/d3871fc8-80c9-11ea-8168-00000000092a.png,https://www.lyondellbasell.com/,A,High,BB,Medium,BB,Medium,587,352,330,1269,2022-04-18,A,High,1489393,11.81,6604000000.0
mco,Moody's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/21b77074-80ec-11ea-a2fe-00000000092a.png,https://www.moodys.com/,A,High,BB,Medium,B,Medium,515,308,235,1058,2022-04-18,BBB,High,1059556,7.44,3855000000.0
mck,Mckesson Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/20acef66-80ec-11ea-9004-00000000092a.png,https://www.mckesson.com/,A,High,BB,Medium,BB,Medium,500,303,310,1113,2022-04-18,BBB,High,927653,7.23,13130000000.0
mas,Masco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/f733abfaa82424a088ae7010ead7d371b7f6579b20393e2cf842ecda43a4e1e6.png,https://masco.com/,A,High,BB,Medium,BB,Medium,522,323,305,1150,2022-04-18,BBB,High,62996,3.63,2713000000.0
low,Lowe's Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/1a543662-80ec-11ea-962e-00000000092a.png,http://media.lowes.com/,B,Medium,B,Medium,B,Medium,218,200,200,618,2022-04-18,B,Medium,60667,12.04,32056000000.0
mdt,Medtronic PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/23418fdc-80ec-11ea-b2ad-00000000092a.png,https://www.medtronic.com/,A,High,BB,Medium,BB,Medium,515,308,315,1138,2022-04-18,BBB,High,1613103,3.73,21541000000.0
mkc,McCormick & Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/283299b6-80ec-11ea-a748-00000000092a.png,https://www.mccormick.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,63754,2.52,2274500000.0
met,MetLife Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/23fa7ee8-80ec-11ea-b9be-00000000092a.png,https://www.metlife.com/,A,High,BB,Medium,BB,Medium,517,305,305,1127,2022-04-18,BBB,High,1099219,0.0,0.0
mgm,MGM Resorts International,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/2545909a-80ec-11ea-ac68-00000000092a.png,https://www.mgmresorts.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High,789570,3.49,6474502000.0
mmc,Marsh & McLennan Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/0dcbb2b38c092b479f704d3951261861da99b7990ad086d13815d96c4a79c5ea.png,https://www.marshmclennan.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,62709,6.04,8649000000.0
mo,Altria Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,https://static.finnhub.io/logo/002a95625a927e5c06c8491f073040b874a1ab4f55d0e779c5e5492ff0e3239d.png,https://www.altria.com/,A,High,BB,Medium,BB,Medium,500,327,341,1168,2022-04-16,BBB,High,764180,3.19,14246000000.0
bwa,Borgwarner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/fcb21b76-8278-11ea-affb-00000000092a.png,https://www.borgwarner.com/,B,Medium,B,Medium,B,Medium,260,206,230,696,2022-04-16,B,Medium,908255,3.99,2369000000.0
mrk,Merck & Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/2eedcaa6-80ec-11ea-853f-00000000092a.png,https://www.merck.com/,A,High,BB,Medium,BB,Medium,500,305,315,1120,2022-04-18,BBB,High,310158,5.71,41872000000.0
mpc,Marathon Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/3fcc7474-80cb-11ea-83e4-00000000092a.png,https://www.marathonpetroleum.com/,AA,Excellent,BB,Medium,BB,Medium,700,366,315,1381,2022-04-18,A,High,1510295,28.12,22567000000.0
ms,Morgan Stanley,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png,https://www.morganstanley.com/,A,High,BB,Medium,BB,Medium,555,303,320,1178,2022-04-18,BBB,High,895421,0.0,0.0
mtb,M&T Bank Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/30d4609c-80ec-11ea-8ba5-00000000092a.png,https://www.mtb.com/,A,High,BB,Medium,B,Medium,500,303,260,1063,2022-04-18,BBB,High,36270,0.0,0.0
mtd,Mettler-Toledo International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.svg,https://www.mt.com/,A,High,BB,Medium,B,Medium,505,300,240,1045,2022-04-18,BBB,High,1037646,38.41,2308042000.0
msi,Motorola Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,https://static.finnhub.io/logo/2d51c630-80ec-11ea-be27-00000000092a.png,https://www.motorolasolutions.com,A,High,BB,Medium,BB,Medium,505,305,347,1157,2022-04-18,BBB,High,68505,7.93,4229000000.0
nee,Nextera Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/e1c67092-80eb-11ea-b610-00000000092a.png,https://www.nexteraenergy.com/,AA,Excellent,BB,Medium,BB,Medium,668,306,313,1287,2022-04-18,A,High,753308,2.087066,10139000000.0
msci,MSCI Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/353f2fa2-80ec-11ea-84d6-00000000092a.png,https://www.msci.com/,A,High,BB,Medium,BB,Medium,580,347,335,1262,2022-04-18,A,High,1408198,10.72,1844257000.0
nclh,Norwegian Cruise Line Holdings Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/11f658d4f694f9c02c757031862ef93a50badc3344e7193e69183a3b1eb46ff0.png,https://www.nclhltd.com/,BBB,High,BB,Medium,BB,Medium,495,306,300,1101,2022-04-18,BBB,High,1513761,-5.41,576674000.0
ni,NiSource Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/3b042364-80ec-11ea-a3c4-00000000092a.png,https://www.nisource.com/,BB,Medium,BB,Medium,B,Medium,361,322,223,906,2022-04-18,BBB,High,1111711,1.7,2250700000.0
noc,Northrop Grumman Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/3e3d9eda-80ec-11ea-810a-00000000092a.png,https://www.northropgrumman.com/,A,High,BB,Medium,BB,Medium,505,302,300,1107,2022-04-18,BBB,High,1133421,31.47,7474000000.0
now,ServiceNow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8023521c-80cc-11ea-9907-00000000092a.png,https://www.servicenow.com/,A,High,BB,Medium,BB,Medium,550,374,350,1274,2022-04-19,A,High,1373715,1.6,5672000000.0
nue,Nucor Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/61f6fa71dcc06483a3992eb1285beddd4a1d668f622c8a324412e5fc6828d664.png,https://nucor.com/,BB,Medium,BB,Medium,B,Medium,374,340,225,939,2022-04-18,BBB,High,73309,28.79,12503280000.0
nsc,Norfolk Southern Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/40989d8c-80ec-11ea-9189-00000000092a.png,http://www.nscorp.com/,BB,Medium,BB,Medium,BB,Medium,358,339,330,1027,2022-04-18,BBB,High,702165,13.88,5239000000.0
nvr,NVR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/432bfe4c-80ec-11ea-8f50-00000000092a.png,https://www.nvrinc.com/,B,Medium,B,Medium,B,Medium,265,206,205,676,2022-04-18,B,Medium,906163,491.82,2876016000.0
pgr,Progressive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/5339a36c-80ec-11ea-bfff-00000000092a.png,https://www.progressive.com/,BB,Medium,BB,Medium,B,Medium,350,355,270,975,2022-04-19,BBB,High,80661,0.0,0.0
pfe,Pfizer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/5163194a-80ec-11ea-8a20-00000000092a.png,https://www.pfizer.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,78003,5.47,65986000000.0
phm,Pultegroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/538406a4-80ec-11ea-afbb-00000000092a.png,https://www.pultegroupinc.com/,B,Medium,B,Medium,B,Medium,215,203,240,658,2022-04-19,B,Medium,822416,11.01,4834498000.0
ph,Parker-Hannifin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/52fb881e-80ec-11ea-9c1b-00000000092a.png,https://www.parker.com/portal/site/PARKER/menuitem.b90576e27a4d71ae1bfcc510237ad1ca/?vgnextoid=c38888b5bd16e010VgnVCM1000000308a8c0RCRD&vgnextfmt=EN,BB,Medium,BB,Medium,B,Medium,325,303,225,853,2022-04-18,BB,Medium,76334,10.09,5311299000.0
pld,Prologis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/6ff93222-80eb-11ea-8e84-00000000092a.png,https://www.prologis.com/,A,High,BB,Medium,BB,Medium,579,374,315,1268,2022-04-19,A,High,1045609,4.25,4464598000.0
ppg,PPG Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/5a8e2c2e-80ec-11ea-9a08-00000000092a.png,https://www.ppg.com/,B,Medium,B,Medium,B,Medium,293,236,220,749,2022-04-18,B,Medium,79879,4.32,5639000000.0
psa,Public Storage,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/5bb9e9a4-80ec-11ea-b327-00000000092a.png,https://www.publicstorage.com/,B,Medium,B,Medium,B,Medium,235,245,205,685,2022-04-19,B,Medium,1393311,23.5,3129256000.0
pnc,PNC Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/595585fe-80ec-11ea-9ee3-00000000092a.png,https://www.pnc.com/,BBB,High,BB,Medium,BB,Medium,455,323,300,1078,2022-04-18,BBB,High,713676,0.0,0.0
pm,Philip Morris International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,https://static.finnhub.io/logo/58416e9a-80ec-11ea-a68c-00000000092a.png,https://www.pmi.com/,A,High,BB,Medium,BB,Medium,520,327,315,1162,2022-04-18,BBB,High,1413329,5.81,20360000000.0
pkg,Packaging Corp of America,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/55c64d68-80ec-11ea-881b-00000000092a.png,https://www.packagingcorp.com/,A,High,BB,Medium,BB,Medium,500,303,300,1103,2022-04-18,BBB,High,75677,11.03,2090600000.0
psx,Phillips 66,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/861c8692-80cc-11ea-8e76-00000000092a.png,https://www.phillips66.com/,A,High,BB,Medium,BB,Medium,569,363,310,1242,2022-04-18,A,High,1534701,23.27,18429000000.0
pru,Prudential Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/5be82d74-80ec-11ea-8776-00000000092a.png,https://www.prudential.com/,B,Medium,BB,Medium,B,Medium,285,300,288,873,2022-04-19,BB,Medium,1137774,0.0,0.0
pnr,Pentair PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7c350a5284b5364e4cbc3ebcdd8e5340212483e8b43f627494bb2fe66925d7be.png,https://www.pentair.com/,BBB,High,BB,Medium,BB,Medium,433,330,315,1078,2022-04-18,BBB,High,77360,2.9,1364600000.0
pnw,Pinnacle West Capital Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/58db7dc2-80ec-11ea-a1d4-00000000092a.png,https://www.pinnaclewest.com/,AA,Excellent,BBB,High,BB,Medium,629,479,300,1408,2022-04-18,A,High,764622,4.26,1707970000.0
ppl,PPL Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/5ad1b27e-80ec-11ea-91fc-00000000092a.png,https://www.pplweb.com/,A,High,BB,Medium,BB,Medium,525,306,300,1131,2022-04-18,BBB,High,922224,1.02,2887000000.0
pwr,Quanta Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/5cd40824-80ec-11ea-8cdc-00000000092a.png,https://www.quantaservices.com/,A,High,BB,Medium,BB,Medium,540,382,310,1232,2022-04-19,A,High,1050915,3.32,2529155000.0
rjf,Raymond James Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/61f3d4a2-80ec-11ea-bc21-00000000092a.png,https://www.raymondjames.com/,A,High,BB,Medium,BB,Medium,505,309,305,1119,2022-04-19,BBB,High,720005,0.0,0.0
rf,Regions Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/6078f774-80ec-11ea-a4f9-00000000092a.png,https://www.regions.com/,BBB,High,BB,Medium,BB,Medium,490,304,305,1099,2022-04-17,BBB,High,1281761,0.0,0.0
rcl,Royal Caribbean Cruises Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/fa7e26aaa52b5bf30455b809ea0e58a231ef2155d3060c9c25907fe65ac56333.png,https://www.royalcaribbeangroup.com/,A,High,BB,Medium,BB,Medium,503,327,310,1140,2022-04-19,BBB,High,884887,-8.45,2224000000.0
rl,Ralph Lauren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/627d9592-80ec-11ea-8d78-00000000092a.png,https://investor.ralphlauren.com/,BBB,High,BB,Medium,BB,Medium,420,352,303,1075,2022-04-19,BBB,High,1037038,8.07,4147500000.0
pvh,PVH Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/5c877bb6-80ec-11ea-aa40-00000000092a.png,https://www.pvh.com/,BBB,High,BB,Medium,BB,Medium,418,319,315,1052,2022-04-19,BBB,High,78239,13.25,5324100000.0
rhi,Robert Half International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/611b69c8-80ec-11ea-97f0-00000000092a.png,https://www.roberthalf.com/,B,Medium,BB,Medium,BB,Medium,255,334,310,899,2022-04-19,BB,Medium,315213,6.03,3094049000.0
rol,Rollins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/65f77576-80ec-11ea-b637-00000000092a.png,https://www.rollins.com/,A,High,BB,Medium,BB,Medium,500,300,305,1105,2022-04-19,BBB,High,84839,0.75,1387424000.0
rmd,Resmed Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/6392da88-80ec-11ea-998e-00000000092a.png,https://www.resmed.com/,BB,Medium,BB,Medium,BB,Medium,330,312,300,942,2022-04-19,BBB,High,943819,5.3,2024311000.0
schw,Charles Schwab Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/867fa080-80e0-11ea-9be1-00000000092a.png,https://www.schwab.com/,A,High,BB,Medium,BB,Medium,515,300,300,1115,2022-04-16,BBB,High,316709,0.0,0.0
rok,Rockwell Automation Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/65a84b78-80ec-11ea-a534-00000000092a.png,https://www.rockwellautomation.com/,BB,Medium,B,Medium,B,Medium,308,243,210,761,2022-04-19,BB,Medium,1024478,7.97,3102000000.0
tdg,TransDigm Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/80ac1b50-80ec-11ea-a061-00000000092a.png,https://www.transdigm.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,1260221,13.4,3099000000.0
see,Sealed Air Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/6c39a694-80ec-11ea-9601-00000000092a.png,https://sealedair.com/,A,High,BB,Medium,B,Medium,555,318,257,1130,2022-04-19,BBB,High,1012100,3.33,1772900000.0
rop,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/6649ef38-80ec-11ea-a694-00000000092a.png,https://www.ropertech.com/,A,High,BB,Medium,BB,Medium,570,350,340,1260,2022-04-19,A,High,882835,42.55,3752800000.0
swk,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/5acc625a815c258fc2f37a7ee1e02489374a3c1b896b8919dff795cfd7f2002d.png,https://www.stanleyblackanddecker.com/,A,High,BB,Medium,BB,Medium,555,315,300,1170,2022-04-19,BBB,High,93556,6.76,4284100000.0
stz,Constellation Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,https://static.finnhub.io/logo/79274efe-80ec-11ea-a002-00000000092a.png,https://www.cbrands.com/,BBB,High,BB,Medium,B,Medium,459,313,295,1067,2022-04-16,BBB,High,16918,-0.22,4707300000.0
syk,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7b69d1b8-80ec-11ea-8adc-00000000092a.png,https://www.stryker.com/,BBB,High,BB,Medium,BB,Medium,485,321,325,1131,2022-04-19,BBB,High,310764,6.17,11578000000.0
syy,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/7d98fe90-80ec-11ea-8efe-00000000092a.png,https://www.sysco.com/,A,High,BB,Medium,BB,Medium,555,301,305,1161,2022-04-19,BBB,High,96021,2.64,12320000000.0
shw,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/6f293378-80ec-11ea-a6d1-00000000092a.png,https://www.sherwin-williams.com/,B,Medium,B,Medium,B,Medium,295,259,220,774,2022-04-19,BB,Medium,89800,7.72,9325100000.0
spgi,S&P Global Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2746fe14-80ec-11ea-98af-00000000092a.png,https://www.spglobal.com/,BBB,High,BB,Medium,BB,Medium,435,341,310,1086,2022-06-11,BBB,High,64040,10.2,7428000000.0
ste,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7994efac322b7ad341facfee5c9fcf15f66bed805484134ee74b573f56fb60c1.png,https://www.steris.com/,A,High,BB,Medium,BB,Medium,510,301,305,1116,2022-04-19,BBB,High,1757898,2.48,1883007000.0
syf,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/d47e2046-80cf-11ea-9956-00000000092a.png,https://www.synchrony.com/,BB,Medium,BB,Medium,BB,Medium,325,312,310,947,2022-04-19,BBB,High,1601712,0.0,0.0
spg,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7457aade-80ec-11ea-9de4-00000000092a.png,http://www.simon.com/,B,Medium,B,Medium,B,Medium,225,247,205,677,2022-04-19,B,Medium,1063761,6.52,4290493000.0
sre,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/761f51b8-80ec-11ea-8baf-00000000092a.png,https://www.sempra.com/,AA,Excellent,BB,Medium,BB,Medium,700,386,310,1396,2022-04-19,A,High,1032208,3.31,5211000000.0
so,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7372a876-80ec-11ea-85f4-00000000092a.png,https://www.southerncompany.com/,A,High,BB,Medium,BB,Medium,515,307,330,1152,2022-04-19,BBB,High,92122,3.26,10627000000.0
stt,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/79719626-80ec-11ea-aeff-00000000092a.png,https://www.statestreet.com/home.html,B,Medium,B,Medium,B,Medium,225,211,210,646,2022-04-19,B,Medium,93751,0.0,0.0
sna,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7270adb0-80ec-11ea-9ce1-00000000092a.png,https://www.snapon.com/,A,High,BB,Medium,B,Medium,500,300,261,1061,2022-04-19,BBB,High,91440,16.82,2181100000.0
rtx,Raytheon Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/cbc931066795111b6f985e16035ce417298b00557a4ce7585eb53595ebda66e1.png,https://www.rtx.com/,A,High,BB,Medium,BBB,High,520,330,400,1250,2022-06-11,A,High,101829,3.5,13668000000.0
hig,Hartford Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/f5c0966c-80eb-11ea-aa55-00000000092a.png,https://www.thehartford.com/,A,High,BB,Medium,BB,Medium,500,305,305,1110,2022-04-17,BBB,High,874766,0.0,0.0
